sl,product_id,name,product_weight,package_weight
1,8886482930453_ACCOC004,COCO & EVE PRO YOUTH SCALP MASSAGER,85,35
2,8436553843092_ACDES028,DESSATA DETANGLING BRUSH SMALL GREEN & WHITE,65,38
3,8436553843139_ACDES029,DESSATA DETANGLING BRUSH SMALL SOFT PINK & WHITE,65,38
4,8436553843108_ACDES030,DESSATA DETANGLING BRUSH SMALL PINK & WHITE,65,38
5,8436553842828_ACDES034,DESSATA DETANGLING BRUSH GOLD & BLACK,105,42
6,5060282707658_ACLEE007,LEE STAFFORD PADDLE BRUSH WIDE PIN,120,45
7,5060282707610_ACLEE008,LEE STAFFORD BRUSH CURL DEFINING,90,40
8,5060282707207_ACLEE009,LEE STAFFORD PICK COMB DOUBLE LIFT,25,25
9,736658954029_ACWET003,WETBRUSH ORIGINAL DETANGLER BRUSH BLACK,90,40
10,736658953183_ACWET051,WETBRUSH PADDLE BRUSH PINK,115,45
11,736658538243_ACWET089,WETBRUSH ORIGINAL DETANGLER COLOR WASH STRIPES,90,40
12,3616304693847_CGADI764,ADIDAS 50ML ROLL ON CHAMPIONS LEAGUE ANTI PERSPERANT,50,42
13,3616303842154_CGADI779,ADIDAS 50ML ROLL ON ANTI PERSPIRANT FRESH ENDURANCE,50,42
14,3616303444150_CGADI784,ADIDAS 400ML SHOWER GEL REFILL DEEP CARE,400,32
15,3616303440282_CGADI794,ADIDAS 150ML ANTI-PERSPIRANT DEODORANT SPRAY COOL & DRY,150,55
16,3616303443962_CGADI813,ADIDAS 250ML SHOWER GEL COOL DOWN,250,48
17,3616303444563_CGADI815,ADIDAS 250ML SHOWER GEL DEEP CLEAN,250,48
18,3616303444457_CGADI816,ADIDAS 400ML SHOWER GEL REFILL ENERGY KICK,400,32
19,3616304240508_CGADI820,ADIDAS 250ML SHOWER GEL DYNAMIC PULSE,250,48
20,3616303322045_CGADI827,ADIDAS 75ML DEODORANT NATURAL SPRAY PURE GAME,75,105
21,3616303440398_CGADI856,ADIDAS 150ML ANTI-PERSPIRANT DEODORANT SPRAY PRO,150,55
22,3616305264688_CGADI857,ADIDAS 250ML SHOWER GEL MUSCLE RELAX,250,48
23,3616303441579_CGADI861,ADIDAS 150ML DEODORANT BODY SPRAY AFTER SPORT,150,55
24,3616303842550_CGADI865,ADIDAS 150ML ANTI-PERSPIRANT DEODORANT SPRAY FRESH,150,55
25,3616304693748_CGADI872,ADIDAS 150ML ANTI-PERSPIRANT DEODORANT SPRAY UEFA STAR,150,55
26,3616304475108_CGADI885,ADIDAS 50ML DEODORANT ROLL ON BEST OF THE BEST,50,42
27,3616303439965_CGADI889A,ADIDAS 50ML ROLL ON COOL & DRY INTENSIVE,50,42
28,3616307161152_CGADI890,ADIDAS 50ML ROLL ON DEODORANT ACTIVE ENDURANCE,50,42
29,3616303842437_CGADI891,ADIDAS 150ML ANTI-PERSPIRANT DEODORANT SPRAY POWER BOOSTER,150,55
30,3616303441562_CGADI892,ADIDAS 150ML DEODORANT BODY SPRAY AFTER SPORT,150,55
31,3616303441043_CGADI894,ADIDAS 150ML DEODORANT BODY SPRAY VICTORY LEAGUE,150,55
32,3616303458904_CGADI896,ADIDAS 400ML SHOWER GEL AFTER SPORT,400,58
33,5026445000318_CGBLU047,BLUE STRATOS 150ML BODY SPRAY,150,55
34,5026445000325_CGBLU052,BLUE STRATOS 100ML PRE-ELECTRIC SHAVING LOTION ORIGINAL,100,115
35,8886467049453_CGBRU081,BRUT 500ML SHOWER GEL ORIGINAL,500,62
36,8886467049477_CGBRU083,BRUT 500ML ALL-IN-ONE HAIR & BODY SHOWER GEL,500,62
37,8718114650197_CGLYN165,LYNX 150ML DEODORANT BODY SPRAY EXCITE,150,52
38,8001090962966_CGOLD169,OLD SPICE 150ML DEODORANT BODY SPRAY CAPTAIN,150,55
39,8700216937085_CGOLD205,OLD SPICE 50ML DEODORANT STICK WOLFTHORN,50,50
40,8700216908511_CGOLD266,OLD SPICE 50ML DEODORANT STICK BEARGLOVE,50,50
41,8700216931847_CGOLD267,OLD SPICE 50ML DEODORANT STICK DEEP SEA,50,50
42,5026445000486_CGRAP025A,RAPPORT 150ML BODY SPRAY SPORT,150,55
43,5026445000462_CGRAP026,RAPPORT 150ML BODY SPRAY BLACK,150,55
44,5026445000462_CGRAP026A,RAPPORT 150ML BODY SPRAY BLACK,150,55
45,5026445003135_CGRAP027A,RAPPORT 150ML BODY SPRAY CHROME,150,55
46,5026445003159_CGRAP028A,RAPPORT 150ML BODY SPRAY NOTORIOUS,150,55
47,4011700410033_CGTAB035,TABAC 200ML ANTI PERSPIRANT SPRAY,200,65
48,761828223889_CGUMB027,UMBRO 400ML BODY WASH ACTION,400,58
49,761828223896_CGUMB028,UMBRO 400ML BODY WASH ENERGY,400,58
50,761828223919_CGUMB030A,UMBRO 400ML BODY WASH POWER,400,58
51,3616303444075_CLADI772,ADIDAS 250ML SHOWER GEL DEEP CARE,250,48
52,3616303444174_CLADI777,ADIDAS 250ML SHOWER GEL PRE-SLEEP CALM,250,48
53,3616303444174_CLADI777A,ADIDAS 250ML SHOWER GEL PRE-SLEEP CALM,250,48
54,3616303444181_CLADI782,ADIDAS 250ML SHOWER GEL PRE-SLEEP CALM,250,48
55,3616303444181_CLADI782A,ADIDAS 250ML SHOWER GEL PRE-SLEEP CALM,250,48
56,3616303444235_CLADI784,ADIDAS 400ML SHOWER GEL PRE-SLEEP CALM,400,58
57,3616303444204_CLADI785,ADIDAS 250ML SHOWER GEL PRE-SLEEP CALM,250,48
58,3616303444273_CLADI786,ADIDAS 250ML SHOWER GEL RELAUNCH SKIN DETOX,250,48
59,3616303444068_CLADI790,ADIDAS 100ML SHOWER GEL DEEP CARE,100,35
60,3616303444464_CLADI794,ADIDAS 250ML SHOWER GEL ENERGY KICK,250,48
61,3616303442880_CLADI797,ADIDAS 50ML ROLL ON ANTI PERSPIRANT ENERGY KICK,50,42
62,3616303442880_CLADI797A,ADIDAS 50ML ROLL ON ANTI PERSPIRANT ENERGY KICK,50,42
63,3616303442880_CLADI797B,ADIDAS 50ML ROLL ON ANTI PERSPIRANT ENERGY KICK,50,42
64,3616303442897_CLADI798,ADIDAS 50ML ROLL ON DEODORANT PURE FRESH,50,42
65,3616303442897_CLADI798A,ADIDAS 50ML ROLL ON DEODORANT PURE FRESH,50,42
66,3616303442903_CLADI799,ADIDAS 50ML ROLL ON DEODORANT INSTANT COOL,50,42
67,3616303442903_CLADI799A,ADIDAS 50ML ROLL ON DEODORANT INSTANT COOL,50,42
68,3616304696589_CLADI802,ADIDAS 200ML ANTI-PERSPIRANT DEODORANT SPRAY COOL & CARE,200,65
69,3616303442927_CLADI805,ADIDAS 100ML COMPACT DEODORANT BODY SPRAY ENERGY KICK,100,45
70,3616304696596_CLADI808,ADIDAS 200ML ANTI-PERSPIRANT DEODORANT SPRAY FRESH,200,65
71,3616303442996_CLADI810,ADIDAS 100ML COMPACT DEODORANT BODY SPRAY PURE FRESH,100,45
72,17854017542_CLBAY015,BAYLIS & HARDING 500ML HAND WASH SWEET MANDARIN,500,65
73,17854064836_CLBAY017A,BAYLIS & HARDING 500ML ANTIBACTERIAL HAND WASH,500,65
74,17854054257_CLBAY018,BAYLIS & HARDING 500ML HAND WASH SWEET JOJOBA,500,65
75,5013692277655_CLSOL004,SUMMER BEAUTY 300G BODY SCRUB WATERMELON,300,55
76,5013692277662_CLSOL005,SUMMER BEAUTY 220ML BODY CREAM WATERLEMON,220,52
77,5013692277686_CLSOL007,SUMMER BEAUTY 300G BODY SCRUB COCONUT,300,55
78,5013692293259_CLSUM004,SUMMER BEAUTY 220ML BODY CREAM WATERMELON,220,52
79,5013692293235_CLSUM006,SUMMER BEAUTY 220ML BODY CREAM COCONUT,220,52
80,5013692293310_CLSUM007,SUMMER BEAUTY 300G BODY SCRUB WATERMELON,300,55
81,5013692293303_CLSUM008,SUMMER BEAUTY 300G BODY SCRUB SALTED CARAMEL,300,55
82,5013692293297_CLSUM009,SUMMER BEAUTY 300G BODY SCRUB COCONUT,300,55
83,5056179301290_CLWOO051,WOODS OF WINDSOR 250ML BODY LOTION LILY OF THE VALLEY,250,50
84,5056179306493_CLYAR255,YARDLEY 200G PERFUMED BODY POWDER ENGLISH LAVENDER,200,55
85,5056179306516_CLYAR257,YARDLEY 200G PERFUMED BODY POWDER LILY OF THE VALLEY,200,55
86,8809640734731_COSANU004,ANUA 160ML FACIAL TONER CLEAR PAD HEARTLEAF 77%,160,60
87,8809640735271_COSANU007,ANUA 150ML EXFOLIATING TONER BHA,150,45
88,8809640734717_COSANU009,ANUA 30ML AMPOULE SOOTHING HEARTLEAF 80%,30,75
89,3614271498427_COSARM003,GIORGIO ARMANI CREMA NUDA 30ML TINTED CREAM 02,30,85
90,4015165363064_COSBAB002,BABOR 100ML PHYTO HY-ÖL BOOSTER HYDRATING,100,42
91,4015165335405_COSBAB003,BABOR SEA CREATION 50ML THE CREAM RICH,50,135
92,8809968130130_COSBEA083,BEAUTY OF JOSEON 210ML CLEANSING OIL GINSENG,210,52
93,8809968130123_COSBEA084,BEAUTY OF JOSEON 150ML REFRESHING TONER AHA+BHA,150,45
94,5060903875667_COSBRU097,BRUSHWORKS REVERSIBLE SHOWER CAP LEOPARD PATTERN,45,28
95,850020056644_COSBUB003,BUBBLE MOON WALK 30ML GENTLE EXFOLIATING SERUM,30,48
96,3337875684118_COSCER004A,CERAVE 236ML CLEANSER SA SMOOTHING,236,52
97,3337875597272_COSCER007,CERAVE 14ML EYE CREAM REPAIR,14,28
98,3337875597333_COSCER009A,CERAVE 473ML HYDRATING CLEANSER NORMAL/DRY,473,65
99,5020465202554_COSCET001A,CETAPHIL 236ML GENTLE CLEANSER,236,52
100,5020465203278_COSCET002,CETAPHIL 236ML HYDRATING FOAMING CREAM CLEANSER,236,55
101,5020465202578_COSCET003,CETAPHIL 236ML OILY SKIN CLEANSER,236,52
102,3499320016162_COSCET004,CETAPHIL 50G DAILY DEFENCE CREAM SPF 50,50,45
103,5020465202806_COSCET006,CETAPHIL 85G MOISTURISING CREAM,85,48
104,5020465202967_COSCET007,CETAPHIL 50G RICH NIGHT CREAM,50,95
105,5020465201779_COSCET008,CETAPHIL 88ML MOISTURISER DAILY HYDRATING,88,42
106,5013692272346_COSCHU021,CHUPA CHUPS 3X50ML HAND CREAM GIFT SET,150,65
107,5013692274586_COSCHU026,CHUPA CHUPS FACE MASK CHERRY,25,26
108,5013692274593_COSCHU027,CHUPA CHUPS FACE MASK PEACH,25,26
109,3380810373097_COSCLA043,CLARINS 30ML DOUBLE SERUM,30,115
110,3380810378856_COSCLA734,CLARINS 400ML TONING LOTION HYDRATING,400,65
111,3380810458169_COSCLA737,CLARINS 400ML BODY LOTION MOISTURE-RICH,400,68
112,3666057059896_COSCLA757,CLARINS 50ML BEAUTY FLASH PEEL,50,55
113,3666057059889_COSCLA775,CLARINS 50ML BEAUTY FLASH BALM,50,45
114,3666057216718_COSCLA791,CLARINS 200ML PURIFYING TONING LOTION,200,48
115,3666057218392_COSCLA792,CLARINS 400ML VELVET CLEANSING MILK,400,68
116,3666057228582_COSCLA793,CLARINS 150ML TOTAL CLEANSING OIL,150,45
117,3666057014857_COSCLA794,CLARINS 125ML EYE MAKE UP REMOVER,125,42
118,3666057216701_COSCLA795,CLARINS 200ML TONING LOTION HYDRATING,200,48
119,3666057216886_COSCLA797,CLARINS 200ML CLEANSING MICELLAR,200,48
120,3666057228629_COSCLA798,CLARINS 150ML CLEANSE MOUSSE RENEWING,150,52
121,3666057008122_COSCLA803,CLARINS 30ML HAND & NAIL TREATMENT CREAM,30,35
122,3666057014840_COSCLA808,CLARINS 125ML EYE MAKE-UP REMOVER GENTLE,125,42
123,3666057216862_COSCLA811,CLARINS 400ML PURIFYING TONING LOTION,400,68
124,3666057216855_COSCLA814,CLARINS 400ML TONING LOTION HYDRATING,400,68
125,3666057097980_COSCLA871,CLARINS 50ML HYDRA-ESSENTIEL SILKY CREAM,50,110
126,874034012731_COSCLE002,CLEAN RESERVE 296ML BURITI BODY LOTION,296,60
127,192333027226_COSCLI328,CLINIQUE 50ML EVEN BETTER DARK SPOT,50,105
128,192333027219_COSCLI329,CLINIQUE 30ML EVEN BETTER DARK SPOT,30,90
129,192333111277_COSCLI330,CLINIQUE 2X100ML EVEN BETTER DUO,200,180
130,5054805055586_COSCOL1563,COLLECTION LIP SPA OVERNIGHT MASK,15,28
131,5019091500561_COSCOO001,REVITALE DEEPLY ABSORBENT NOSE STRIPS,10,25
132,5019091500691_COSCOO002,REVITALE COLLAGEN EYE GEL PATCHES,15,30
133,5014749160395_COSCSB005,CS BEAUTY SHAMPOO & SCALP BRUSH,65,35
134,5014749141493_COSCSB008,CS BEAUTY EXFOLIATING GLOVE,15,25
135,5014749181857_COSCSB015,CS BEAUTY 34G BODY PUFF,34,24
136,5060337727563_COSDER025A,DERMA V10 SHEET HAIR MASK,30,25
137,5060337728560_COSDER028A,DERMA V10 FOOT PACK HONEY & ALMOND,40,26
138,5056235400295_COSDER051,DERMA V10 SPOT ZAPPER PATCHES,5,22
139,5060677730001_COSDOT001,DOTS FOR SPOTS BLEMISH PATCHES 24PK,5,22
140,5060677730018_COSDOT002,DOTS FOR SPOTS BLEMISH PATCHES 60PK,10,25
141,860008012814_COSDOT003,DOTS FOR SPOTS MEGA PATCHES 10PK,8,24
142,860008012821_COSDOT004,DOTS FOR SPOTS MICRO PATCHES 9PK,8,24
143,8809844996454_COSDRJ001A,DR.JART+ CICAPAIR 150ML LOTION,150,50
144,8809844993101_COSDRJ003A,DR.JART+ CERAMIDIN 50ML FACE CREAM,50,55
145,8809844997604_COSDRJ005A,DR.JART+ CERAMIDIN 50ML MILKY LOTION,50,55
146,8809844996645_COSDRJ007A,DR.JART+ CICAPAIR 75ML FACE MASK,75,50
147,8809844996515_COSDRJ009A,DR.JART+ CICAPAIR 50ML CREAM,50,55
148,8809844996591_COSDRJ010A,DR.JART+ CICAPAIR 30ML SERUM,30,85
149,8809933611633_COSDRJ013,DR.JART+ DERMACLEAR 120ML CLEANSING FOAM,120,45
150,8809844992210_COSDRJ017A,DR.JART+ PORE REMEDY 150ML FOAM CLEANSER,150,45
151,8809724477271_COSDRJ020A,DR.JART+ PORE REMEDY 30ML SERUM PHA,30,85
152,8809844996799_COSDRJ025A,DR.JART+ VITAL HYDRA 75ML FACE MASK,75,50
153,8809724479855_COSDRJ027,DR.JART+ CICAPAIR 30ML COLOR CORRECTING,30,110
154,85805445942_COSELI012B,ELIZABETH ARDEN VISIBLE DIFFERENCE 75ML,75,135
155,85805304508_COSELI154,ELIZABETH ARDEN 125ML CREAM CLEANSER,125,45
156,85805304706_COSELI156,ELIZABETH ARDEN CERAMIDE 200ML TONER,200,55
157,85805520823_COSELI171,ELIZABETH ARDEN MOISTURISING EYE CREAM,15,40
158,85805520700_COSELI188,ELIZABETH ARDEN 125ML EXFOLIATING CLEANSER,125,45
159,85805242879_COSELI299,ELIZABETH ARDEN WHITE TEA 30ML SERUM,30,115
160,85805242879_COSELI299A,ELIZABETH ARDEN WHITE TEA 30ML SERUM,30,115
161,85805259198_COSELI316,ELIZABETH ARDEN EIGHT HOUR 380ML BODY,380,70
162,85805255657_COSELI319,ELIZABETH ARDEN EIGHT HOUR 45ML MOIST,45,42
163,887167485488_COSEST044,ESTEE LAUDER ANR 50ML SERUM,50,145
164,5031413939101_COSFAC017,FACE FACTS 400ML BODY BUTTER KIWI,400,75
165,5031413939576_COSFAC018,FACE FACTS 400ML BODY BUTTER PLUM,400,75
166,5031413939590_COSFAC019,FACE FACTS 400ML BODY BUTTER TROPICAL,400,75
167,5031413939149_COSFAC022,FACE FACTS 400G BODY BUTTER LEMON,400,75
168,9340800011112_COSGRO056,GROWN ALCHEMIST 25ML SERUM,25,80
169,9340800011136_COSGRO063,GROWN ALCHEMIST 40ML NIGHT CREAM,40,105
170,9340800011105_COSGRO064,GROWN ALCHEMIST 75ML MASK,75,45
171,9340800011082_COSGRO065,GROWN ALCHEMIST 75ML MASK GEL,75,45
172,5037200110029_COSJII005,JIINJU 2X2ML UNDER EYE MASK,4,22
173,5037200110036_COSJII016,JIINJU 2X1.5ML UNDER EYE MASK,3,22
174,690251131297_COSJOM001,JO MALONE LONDON 200ML BODY CREAM,200,165
175,3605975086881_COSKIE021,KIEHL´S MIDNIGHT RECOVERY 15ML EYE,15,85
176,4935421799379_COSKIE022,KIEHL'S 30ML RETINOL NIGHT SERUM,30,110
177,520369094804_COSKOR001,KORRES 200ML BODY MILK BASIL LEMON,200,50
178,5203069094811_COSKOR002,KORRES 200ML BODY MILK BERGAMOT PEAR,200,50
179,5203069094873_COSKOR006,KORRES 200ML BODY MILK GINGER LIME,200,50
180,5203069099182_COSKOR008,KORRES 200ML BODY MILK GUAVA,200,50
181,5203069094842_COSKOR011,KORRES 200ML BODY MILK SANTORINI GRAPE,200,50
182,3605530742580_COSLAN095,LANCOME LAIT GALATEIS 400ML,400,68
183,3614273986755_COSLAN129,LANCÔME ABSOLUE 100ML SOFT CREAM,100,260
184,3433422404403_COSLAR007,LA ROCHE POSAY 300ML THERMAL WATER,300,95
185,3337875777797_COSLAR008,LA ROCHE POSAY 40ML MOISTURISER,40,45
186,3337872411083_COSLAR015,LA ROCHE POSAY 200ML FOAMING GEL,200,48
187,3337872411991_COSLAR016,LA ROCHE POSAY 400ML FOAMING GEL,400,68
188,3337875816779_COSLAR035,LA ROCHE POSAY 15ML CICAPLAST B5+,15,32
189,3337875537308_COSLAR051,LA ROCHE POSAY 200ML LIPIKAR SYNDET,200,48
190,5060921551178_COSLIZ025,LIZ EARLE 200ML BODY CREAM,200,65
191,5000167375381_COSLIZ028,LIZ EARLE 150ML HAND CREAM,150,45
192,3600523716470_COSLOR1090,L'OREAL REVITALIFT 50ML RED GINSENG,50,135
193,3600523428021_COSLOR1130,L'OREAL WRINKLE EXPERT 50ML 65+,50,135
194,3600524013462_COSLOR1143,L'OREAL AGE PERFECT 50ML CELL RENEW,50,135
195,5011408030501_COSLOR605A,L'OREAL REVITALIFT 50ML DAY CREAM,50,135
196,3600522248798_COSLOR608A,L'OREAL REVITALIFT 50ML LASER RENEW,50,135
197,5060772361155_COSMAL041,MALLOWS BEAUTY 250ML BODY CLEANSER,250,52
198,5060772361179_COSMAL042,MALLOWS BEAUTY 250ML BODY CLEANSER,250,52
199,5060772361186_COSMAL044,MALLOWS BEAUTY 250ML BODY CLEANSER,250,52
200,785364804050_COSMAR006,MARIO BADESCU 56G DRYING MASK,56,95
201,785364014077_COSMAR012,MARIO BADESCU 236ML ENZYME CLEANSING GEL,236,52
202,785364130678_COSMAR019,MARIO BADESCU DRYING SPOT PATCH 36PC,5,22
203,785364134782_COSMAR022,MARIO BADESCU 118ML REPAIRING FACIAL SPRAY,118,42
204,785364014305_COSMAR023,MARIO BADESCU 177ML ACNE FACIAL CLEANSER,177,48
205,785364134683_COSMAR025,MARIO BADESCU 16G PORE MINIMIZER,16,32
206,785364134744_COSMAR026,MARIO BADESCU 14G BLEMISH REPAIRING POWDER,14,35
207,785364604285_COSMAR027,MARIO BADESCU 29ML CLARIFYING SERUM,29,85
208,7290017279626_COSMOR008,MOROCCANOIL 100ML BODY NIGHT SERUM,100,115
209,5020535008802_COSNUA001,NUAGE 200ML 3-IN-1 MICELLAR WATER,200,48
210,5020535021733_COSNUA002,NUAGE MICELLAR WIPES TWIN PACK,180,35
211,5053249266077_COSNUA003,NUAGE 200ML MICELLAR WATER VITAMIN C,200,48
212,5053249269252_COSNUA004,NUAGE 700ML 3-IN-1 MICELLAR WATER,700,85
213,5053249271880_COSNUA005,NUAGE 700ML MICELLAR WATER VITAMIN C,700,85
214,3264680004063_COSNUX003,NUXE REVE DE MIEL 400ML CLEANSING GEL,400,68
215,3264680009754_COSNUX004,NUXE HUILE PRODIGIEUSE 100ML DRY OIL,100,125
216,3264680009761_COSNUX037,NUXE HUILE PRODIGIEUSE 50ML DRY OIL,50,110
217,3264680009778_COSNUX038,NUXE HUILE PRODIGIEUSE OR 100ML,100,125
218,3264680009785_COSNUX039,NUXE HUILE PRODIGIEUSE OR 50ML,50,110
219,3264680014888_COSNUX053,NUXE AQUABELLA 50ML EMULSION,50,45
220,3264680015946_COSNUX064,NUXE HUILE PRODIGIEUSE 100ML FLORALE,100,125
221,3264680015922_COSNUX086,NUXE NUXURIANCE GOLD 15ML EYE BALM,15,85
222,3264680021992_COSNUX1006,NUXE 200ML FIRMING TONING CREAM,200,65
223,3264680034503_COSNUX1007,NUXE NUXURIANCE 50ML ULTRA CREAM,50,110
224,3264680022005_COSNUX1008,NUXE REVITALISING 150ML SCRUB,150,45
225,3264680028014_COSNUX1010,NUXE CRÈME 100ML FRAÎCHE 3-IN-1,100,45
226,3264680037023_COSNUX986,NUXE PRODIGIEUSE BOOST 30ML SERUM,30,85
227,3264680038334_COSNUX993,NUXE HUILE PRODIGIEUSE 50ML FLORALE,50,110
228,3264680024757_COSNUX994,NUXE MERVEILLANCE LIFT 15ML EYE CREAM,15,35
229,3264680024771_COSNUX995,NUXE MERVEILLANCE LIFT 30ML OIL SERUM,30,85
230,5037200094947_COSOHK010,OH K! 40ML FOOT PEEL WATERMELON,40,26
231,5037200110692_COSOHK054,OH K! FOOT PEEL STRAWBERRY & MINT,40,26
232,8001841918723_COSOLA335,OLAY 50ML REGENERIST NIGHT CREAM,50,135
233,8700216347464_COSOLA338,OLAY 50ML ANTI-WRINKLE NIGHT CREAM,50,135
234,8006540347546_COSOLA357,OLAY REGENERIST 40ML RETINOL 24 MAX,40,125
235,8700216569200_COSOLA374,OLAY RETINOL 24 15ML NIGHT CREAM,15,85
236,8700216297615_COSOLA378,OLAY 40ML SERUM COLLAGEN PEPTIDE MAX,40,125
237,8006540671177_COSOLA379A,OLAY 40ML SERUM HYALAURONIC BOOST,40,125
238,8006540060322_COSOLA380,OLAY 40ML SERUM COLLAGEN PEPTIDE,40,125
239,8001841921150_COSOLA381,OLAY RETINOL 24 40ML SERUM NIGHT,40,125
240,8001090675071_COSOLA384,OLAY TOTAL EFFECTS 50ML 7IN1 SPF 30,50,95
241,8001090675071_COSOLA385,OLAY TOTAL EFFECTS 50ML NOURISH SPF30,50,95
242,769915233674_COSORD001,THE ORDINARY 30ML ALPHA ARBUTIN,30,85
243,769915190281_COSORD002,THE ORDINARY 30ML LACTIC ACID 5%,30,85
244,769915190373_COSORD003,THE ORDINARY 30ML LACTIC ACID 10%,30,85
245,769915190823_COSORD007,THE ORDINARY 30ML MARULA OIL,30,85
246,769915190649_COSORD009,THE ORDINARY 30ML ASCORBYL GLUCOSIDE,30,85
247,769915194647_COSORD015,THE ORDINARY 60ML HAIR SERUM,60,95
248,769915193985_COSORD021,THE ORDINARY 30ML RETINOL 0.2%,30,85
249,769915194012_COSORD022,THE ORDINARY 30ML RETINOL 0.5%,30,85
250,769915233575_COSORD024,THE ORDINARY THE DAILY 3PC SET,110,150
251,769915231724_COSORD025,THE ORDINARY 30ML SALICYLIC ACID 2%,30,85
252,769915231885_COSORD027,THE ORDINARY 30ML MULTI-PEPTIDE + HA,30,85
253,769915190700_COSORD031,THE ORDINARY 30ML VITAMIN C 23%,30,45
254,769915190700_COSORD031D,THE ORDINARY 30ML VITAMIN C (DAMAGED),30,45
255,769915233490_COSORD032,THE ORDINARY 30ML HYALURONIC ACID,30,85
256,769915194852_COSORD038,THE ORDINARY 50ML SALICYLIC MASQUE,50,110
257,769915199321_COSORD041,THE ORDINARY 60ML SCALP SERUM,60,95
258,769915234060_COSORD048,THE ORDINARY 240ML GLYCOLIC ACID,240,55
259,769915233506_COSORD051,THE ORDINARY 60ML HYALURONIC ACID 2G,60,95
260,670367935934_COSPET005,PETER THOMAS ROTH 15ML EYE GEL,15,85
261,5019091501209_COSREV080,REVITALE FACIAL WAX STRIPS,20,25
262,5019091501193_COSREV081,REVITALE BODY WAX STRIPS,40,30
263,5019091501193_COSREV081A,REVITALE BODY WAX STRIPS,40,30
264,5060565105454_COSREV2386,REVUELE 250ML CERAMIDE CLEANSER,250,52
265,5060565105447_COSREV2387,REVUELE 200ML CERAMIDE CREAM,200,50
266,5060565105461_COSREV2388,REVUELE 25ML CERAMIDE EYE CREAM,25,35
267,5060565105751_COSREV2391,REVUELE 25ML PROBIO EYE CREAM,25,35
268,5060565106208_COSREV2393,REVUELE 50ML VITAMIN C MOISTURIZER,50,45
269,5060565106222_COSREV2395,REVUELE 25ML VITAMIN C EYE FLUID,25,35
270,5060565106246_COSREV2397,REVUELE 40ML RETINOL MOISTURIZER,40,42
271,5060565106253_COSREV2398,REVUELE 25ML RETINOL EYE GEL,25,35
272,5060565106260_COSREV2399,REVUELE 40ML RETINOL NIGHT CREAM,40,42
273,5060565106277_COSREV2400,REVUELE 30ML RETINOL NIGHT SERUM,30,85
274,3800225902175_COSREV2401,REVUELE 200ML NO PROBLEM GEL,200,48
275,3800225902199_COSREV2403,REVUELE 150ML NO PROBLEM FOAM,150,52
276,3800225902182_COSREV2404,REVUELE 150ML PROBLEM WASHING FOAM,150,52
277,3800225902205_COSREV2405,REVUELE 25ML NO PROBLEM SOS GEL,25,35
278,5060565106680_COSREV2422,REVUELE 40ML ANTI PIGMENT DAY CREAM,40,42
279,5060565106314_COSREV2428,REVUELE 40ML CENTELLA FACE GEL-CREAM,40,42
280,5060565106406_COSREV2431,REVUELE 40ML CERAMIDE NIGHT GEL,40,42
281,5060565105492_COSREV2433,REVUELE 80ML CERAMIDE FOOT CREAM,80,42
282,5060565106185_COSREV2443,REVUELE 50ML NIACINAMIDE GEL-CREAM,50,45
283,5060565106550_COSREV2445,REVUELE 25ML POLYPEPTIDE EYE CREAM,25,35
284,5060565105775_COSREV2448,REVUELE 50ML PROBIO SLEEPING MASK,50,110
285,5060565100442_COSREV2453,REVUELE 50ML RETINOL NOURISHING,50,110
286,5060565105379_COSREV2454,REVUELE 250ML VITAMIN C TONIC,250,52
287,5060565105409_COSREV2456,REVUELE 250ML CLARIFYING TONIC,250,52
288,5060565108042_COSREV2627,REVUELE 15ML EYE CONTOUR CARE,15,35
289,5057566440417_COSREV4000,REVOLUTION SCALP MASSAGER,80,35
290,5061035323361_COSROD024,RODIAL 145ML SALICYLIC GEL CLEANSER,145,45
291,810912032040_COSSOL002,SOL DE JANEIRO 75ML BUM BUM CREAM,75,110
292,810912034815_COSSOL014B,SOL DE JANEIRO 75ML DELICIA BUTTER,75,110
293,810912038523_COSSOL030,SOL DE JANEIRO 75ML GLOW BODY OIL,75,115
294,5060288331369_COSSTY001,STYLPRO 100ML MAKEUP REMOVER,100,45
295,8050148505235_COSTEA005,TEAOLOGY 15ML EYE CREAM MATCHA,15,85
296,8050148500841_COSTEA007,TEAOLOGY 15ML SERUM WHITE TEA,15,85
297,8050148505266_COSTEA014,TEAOLOGY 15ML FACE OIL BAKUCHIOL,15,85
298,681619819643_COSTHE070,THEBALM TO THE RESCUE FACE SCRUB,100,45
299,4001638580205_COSWEL014,WELEDA SKIN FOOD 40ML NIGHT CREAM,40,42
300,3616303479534_FGBRU016,BRUNO BANANI MEN 40ML DEO CREAM,40,42
301,3616305181022_FGBRU018,BRUNO BANANI 150ML SHAVING CREAM,150,45
302,850049716192_FGMIC023,MICHAEL KORS 100ML AS BALM,100,45
303,88300135097_FLETE028,CK ETERNITY 150ML SHOWER GEL,150,45
304,850049716345_FLMIC021,MICHAEL KORS 200ML SHOWER GEL,200,48
305,850049716314_FLMIC023,MICHAEL KORS 50ML EDP SPRAY,50,185
306,3760325250449_FLOBV001,OBVIOUS 500ML LIQUID SOAP,500,75
307,8720181652479_GSCGLYN299,LYNX DUO BLACK GIFT SET 2PCS,375,95
308,8720181652516_GSCLLYN2790,LYNX ATTRACT FOR HER DUO 2PC,375,95
