sl,product_id,name,product_weight,package_weight
658,8720181566769_TODOV1341,DOVE 150ML SPRAY FLORAL,150,45
659,8720181566882_TODOV1342,DOVE 150ML SPRAY FRUITY,150,45
660,8720181572333_TODOV1344,DOVE MEN 150ML SPRAY ENERGY,150,45
661,7506306246775_TODOV1345,DOVE 4X90G SOAP COCONUT,360,65
662,59099659_TODOV1347,DOVE 50ML STICK CLASSIC,50,42
663,59099666_TODOV1348,DOVE 50ML STICK FRESH,50,42
664,59099680_TODOV1349,DOVE 50ML STICK POWDER,50,42
665,8720181494284_TODOV1354,DOVE 720ML BATH SOFT,720,85
666,8720181624568_TODOV1355,DOVE 250ML SPRAY PASSION,250,55
667,59099703_TODOV1356,DOVE MEN 50ML STICK CLEAN,50,42
668,8720181507298_TODOV1362,DOVE 720ML BATH SUMMER,720,85
669,8720181558733_TODOV1363,DOVE 720ML BATH WINTER,720,85
670,59096795_TODOV1364,DOVE 50ML ROLL ON CUCUMBER,50,45
671,59096771_TODOV1366,DOVE 50ML ROLL ON ORIGINAL,50,45
672,59096764_TODOV1367,DOVE 50ML ROLL ON PEAR,50,45
673,59096740_TODOV1368,DOVE MEN 50ML ROLL ON CLEAN,50,45
674,8720181494307_TODOV1369,DOVE 450ML BATH INDULGING,450,68
675,80466468_TODOV297A,DOVE 50ML ROLL ON ORIGINAL,50,45
676,8886467020124_TODOV342,DOVE 75ML RICH CREAM,75,40
677,8886467020094_TODOV343,DOVE 75ML BEAUTY CREAM,75,40
678,8000700000005_TODOV449C,DOVE 90G SOAP ORIGINAL,90,35
679,8711700921565_TODOV573A,DOVE 250ML HAND WASH SHEA,250,45
680,8711600786257_TODOV747A,DOVE 250ML SPRAY POMEGRANATE,250,55
681,4000388177000_TODOV824C,DOVE 250ML HAND WASH ORIGINAL,250,45
682,8717163023839_TODOV825,DOVE 250ML HAND WASH CUCUMBER,250,45
683,4000388563209_TODOV830,DOVE 250ML BODY LOTION ESS.,250,52
684,8711700807258_TODOV839,DOVE 250ML BODY LOTION INT.,250,52
685,8717163605776_TODOV927A,DOVE 250ML HAND WASH SILK,250,45
686,8710908471667_TODOV938,DOVE 90G SOAP CREAM OIL,90,35
687,8712561538077_TODOV939A,DOVE 90G SOAP CUCUMBER,90,35
688,8711600453975_TODOV943,DOVE 400ML BODY LOTION INT.,400,65
689,8710908777769_TODOV971,DOVE 400ML GLOWING LOTION,400,65
690,96081754_TODOV979,DOVE MEN 50ML STICK CLEAN,50,42
691,96081754_TODOV979A,DOVE MEN 50ML STICK CLEAN,50,42
692,8711700887922_TODOV983A,DOVE 250ML SHEA LOTION,250,52
693,8710908778322_TODOV987A,DOVE 250ML SMOOTHING LOTION,250,52
694,8710447244647_TODOV989A,DOVE 250ML SPRAY INVISIBLE,250,55
695,8710447275313_TODOV995,DOVE 75ML RESTORING HAND,75,40
696,8710447275306_TODOV996,DOVE 75ML INVIGORATING HAND,75,40
697,7311620014715_TOE45039,E45 50ML REPAIR HAND,50,38
698,7311620015125_TOE45041,E45 150ML SCALP SERUM,150,45
699,7350087736297_TOE45042,E45 50ML DAILY HAND,50,38
700,7350087736891_TOE45043,E45 50ML FACE MOISTURISER,50,38
701,748378001143_TOECO016,ECOSTYLE 473ML KRYSTAL GEL,473,68
702,748378003154_TOECO017,ECOSTYLE 473ML ARGAN GEL,473,68
703,748378004212_TOECO018,ECOSTYLE 473ML CASTOR & FLAX,473,68
704,748378004168_TOECO032,ECOSTYLE 473ML COCONUT OIL,473,68
705,830372000410_TOECO033,ECOSTYLE 473ML ROSEMARY MINT,473,68
706,5055586607131_TOEIG002,888 1L CONDITIONER ARGAN,1000,95
707,5055586605311_TOEIG003,888 1L SHAMPOO COCONUT,1000,95
708,5055586605328_TOEIG004,888 1L CONDITIONER COCONUT,1000,95
709,5055586605069_TOEIG007,888 1L SHAMPOO CAFFEINE,1000,95
710,5055586605076_TOEIG008,888 1L CONDITIONER CAFFEINE,1000,95
711,5055586605076_TOEIG008A,888 1L CONDITIONER CAFFEINE,1000,95
712,5055586608022_TOEIG010,888 1L SHAMPOO ANTI-DANDRUFF,1000,95
713,8801051294446_TOEUT005,EUTHYMOL 500ML MOUTHWASH,500,75
714,8801051294460_TOEUT006,EUTHYMOL 500ML MILD MINT,500,75
715,8801051295009_TOEUT007,EUTHYMOL 500ML ICY MINT,500,75
716,8809949553996_TOEUT008,EUTHYMOL 75ML SENSITIVE,75,40
717,5031413928600_TOFAC012,FACE FACTS 15ML EYE CREAM,15,32
718,5031413929874_TOFAC015,FACE FACTS 200ML CLEANSER,200,48
719,5031413919424_TOFAC016,FACE FACTS 50ML VITAMIN C,50,42
720,5031413919486_TOFAC017,FACE FACTS 25ML VITAMIN C EYE,25,35
721,5031413929102_TOFAC025,FACE FACTS 400ML COLLAGEN,400,65
722,5031413929126_TOFAC026,FACE FACTS 400ML HYALURONIC,400,65
723,5031413919585_TOFAC033,FACE FACTS 50ML HYALURONIC,50,42
724,5031413919646_TOFAC034,FACE FACTS 30ML HYALURONIC,30,38
725,5031413946048_TOFAC042,FACE FACTS 15ML NUDE BALM,15,32
726,5031413945980_TOFAC044,FACE FACTS 15ML PINK BALM,15,32
727,5031413919790_TOFAC045,FACE FACTS 30ML COLLAGEN SERUM,30,38
728,5031413927412_TOFAC047,FACE FACTS 30ML LACTIC SERUM,30,38
729,5031413930214_TOFAC048,FACE FACTS 30ML POLYPEPTIDE,30,38
730,5031413927443_TOFAC049,FACE FACTS 30ML RETINOL,30,38
731,5031413930276_TOFAC050,FACE FACTS 30ML SALICYLIC,30,38
732,5031413946925_TOFAC052,FACE FACTS BLEMISH PATCHES,5,25
733,5031413932201_TOFAC054,FACE FACTS EYE PATCHES 2PK,20,28
734,5031413933437_TOFAC055,FACE FACTS FOREHEAD MASK,10,25
735,5031413938531_TOFAC057,FACE FACTS 400G BODY SCRUB,400,55
736,5031413943344_TOFAC059,FACE FACTS HEATED EYE MASK,15,28
737,5031413949025_TOFAC060,FACE FACTS GLOW DROPS,30,38
738,5031413940756_TOFAC061,FACE FACTS EYE SERUM RENEW,15,32
739,5031413940732_TOFAC062,FACE FACTS 30ML ELIXIR,30,38
740,5031413951998_TOFAC063,FACE FACTS 30ML SNAIL MUCIN,30,38
741,5031413955873_TOFAC064,FACE FACTS 15ML SNAIL EYE,15,32
742,5031413958737_TOFAC065,FACE FACTS 100ML SNAIL GEL,100,45
743,5031413995121_TOFAC066,FACE FACTS 30ML RICE SERUM,30,38
744,5031413995176_TOFAC067,FACE FACTS 100ML RICE CREAM,100,45
745,8008277765440_TOFAN008A,FANOLA 350ML NO ORANGE MASK,350,52
746,8008277760513_TOFAN010,FANOLA 350ML NOURISHING SHAMP,350,52
747,8008277760551_TOFAN012,FANOLA 500ML NOURISHING MASK,500,75
748,8008277760544_TOFAN014A,FANOLA 1L NOURISHING COND.,1000,95
749,8008277760599_TOFAN015,FANOLA 200ML SPRAY MASK,200,48
750,8008277760575_TOFAN029,FANOLA 300ML LEAVE IN COND.,300,55
751,8008277762579_TOFAN041,FANOLA 150ML LOTION,150,45
752,8008277765334_TOFAN042,FANOLA 250ML HOLD GEL,250,52
753,8008277760612_TOFAN048,FANOLA 100ML SPLIT ENDS,100,42
754,8008277765976_TOFAN053,FANOLA 500ML CURLY MASK,500,75
755,5060072087823_TOFLU001,FLUORODINE TRAVEL KIT,40,35
756,761828001036_TOFRE031,FRESH BREATH 15ML SPRAY,15,32
757,5060420335545_TOFUD055,FUDGE 250ML SHAMP VIOLET,250,52
758,5060420335545_TOFUD055A,FUDGE 250ML SHAMP VIOLET,250,52
759,5060420335538_TOFUD056,FUDGE 250ML VIOLET-TONING,250,52
760,5031550001648_TOFUD057,FUDGE 150ML SALT SPRAY,150,45
761,5060420337785_TOFUD058,FUDGE SCULPT 75G SHAPER,75,45
762,5060420335552_TOFUD060A,FUDGE 250ML BLONDE COND.,250,52
763,5060420335514_TOFUD061,FUDGE 250ML RECONSTRUCT SHAMP,250,52
764,5060420335521_TOFUD062,FUDGE 250ML RECONSTRUCT COND.,250,52
765,5060420335637_TOFUD063,FUDGE 1L BLONDE SHAMP,1000,95
766,5060420335644_TOFUD064,FUDGE 1L BLONDE COND.,1000,95
767,5060420337969_TOFUD066,FUDGE 200ML MOUSSE,200,48
768,5060420338034_TOFUD068,FUDGE 250ML TEXTURE SPRAY,250,55
769,5060420337815_TOFUD069,FUDGE 10G POWDER,10,32
770,3600541381742_TOGAR1508,GARNIER HAIR DYE OPAL BLONDE,120,45
771,3600542463119_TOGAR529,GARNIER 400ML SHAMPOO COCO,400,65
772,7702018840755_TOGB2005B,GILLETTE BLUE II 10'S,50,32
773,7702018849031_TOGB2007,GILLETTE BLUE II 5'S,25,28
774,7702018457229_TOGB3024,GILLETTE BLUE 3 COOL 3'S,35,30
775,7702018457281_TOGB3027,GILLETTE BLUE 3 COOL 6'S,60,35
776,7702018489831_TOGB3038,GILLETTE BLUE 3 COMFORT 6'S,60,35
777,8006540734407_TOGB33040,GILLETTE BLUE 3 SMOOTH 6PK,60,35
778,7702018851294_TOGFU028B,GILLETTE FUSION BLADES 4'S,20,32
779,7702018852475_TOGFU062A,GILLETTE FUSION POWER 4'S,20,32
780,7702018263844_TOGFU076A,GILLETTE PROGLIDE BLADES 4'S,20,32
781,7702018852529_TOGFU165,GILLETTE FUSION POWER 8'S,40,35
782,7702018564026_TOGFU195,GILLETTE PROGLIDE BLADES 4'S,20,32
783,8700216026888_TOGFU205,GILLETTE FUSION GEL 240ML,240,55
784,8700216075190_TOGFU214,GILLETTE FUSION 5 SPORT 4UP,110,48
785,8001090761521_TOGFU216,GILLETTE FUSION 5 RAZOR 4UP,100,45
786,3014260287030_TOGIL263A,GILLETTE 2 DISPOSABLE 5'S,30,30
787,3014260287030_TOGIL263C,GILLETTE 2 DISPOSABLE 5'S,30,30
788,7702018980925_TOGIL349A,GILLETTE 200ML FOAM ORIGINAL,200,55
789,7702018980932_TOGIL352A,GILLETTE 200ML FOAM SENSITIVE,200,55
790,7702018015665_TOGIL365,GILLETTE SATIN CARE 200ML,200,52
791,7702018544615_TOGIL716,GILLETTE KING C RAZOR,80,42
792,8001090282286_TOGIL735,GILLETTE LABS 100ML CREAM,100,42
793,7702018607402_TOGIL748,GILLETTE SKIN 140ML WASH,140,45
794,7702018619696_TOGIL755,GILLETTE SERIES 200ML CHARCOAL,200,52
795,8700216380775_TOGIL765,GILLETTE 70ML CLEAR GEL,70,45
796,8001090282279_TOGIL769,GILLETTE LABS 240ML FOAM,240,55
797,8001090737236_TOGIL771,GILLETTE LABS 240ML FOAM B3,240,55
798,7702018609697_TOGIL772,GILLETTE LABS 100ML MOIST.,100,42
799,8700216497084_TOGIL777,GILLETTE 400ML FOAM SENSITIVE,400,75
800,7702018604104_TOGIL778,GILLETTE SKIN 200ML GEL,200,52
801,7702018308309_TOGM3044,GILLETTE MACH 3 GEL 200ML,200,52
802,3014260274924_TOGM3061,GILLETTE MACH3 TURBO 8'S,40,35
803,7702018263783_TOGM3062,GILLETTE MACH 3 BLADES 8'S,40,35
804,7702018943609_TOGM3068,GILLETTE MACH3 DISP. 3'S,45,32
805,8001090443014_TOGM3125,GILLETTE MACH3 TURBO RAZOR,60,42
806,7702018462186_TOGM3126,GILLETTE MACH3 START 2UP,55,42
807,4021609056263_TOGOL724,GOLDWELL 200ML COND. BLONDE,200,45
808,7702018966783_TOGVE034,VENUS SPA BREEZE BLADES 4'S,40,38
809,7702018347629_TOGVE064,VENUS EMBRACE BLADES 4'S,30,35
810,7702018016686_TOGVE068,VENUS OCEANA DISP. 3'S,45,32
811,7702018426263_TOGVE082,VENUS TROPICAL DISP. 3'S,45,32
812,7702018472178_TOGVE127,VENUS SMOOTH RAZOR,60,42
813,7702018567492_TOGVE184,VENUS SMOOTH BLADES 4'S,30,35
814,8700216179942_TOGVE234,VENUS COMFORT SENSITIVE 3'S,25,32
815,8001090597120_TOGVE235,VENUS COMFORT BREEZE 4'S,40,38
816,47400679375_TOGVE238,VENUS 200ML EXFOLIANT,200,48
817,47400679016_TOGVE239,VENUS 177ML SHAVING CREAM,177,45
818,3014260280802_TOGVE249A,VENUS SMOOTH BLADES 8'S,60,42
819,8700216605731_TOGVE250,VENUS SUGARBERRY RAZOR,60,42
820,8001090596734_TOGVE254,VENUS SWIRL BLADES 4'S,30,35
821,8700216414616_TOGVE256,VENUS 45ML HYDRATION SERUM,45,40
822,8700216090254_TOGVE257,VENUS SMOOTH START 3UP,85,45
823,7702018618576_TOGVE258,SATIN CARE 50ML SERUM,50,40
824,5026445001971_TOHAR146,HARMONY BLUE 225ML NATURAL,225,55
825,5026445002015_TOHAR148,HARMONY BLUE 225ML EXTRA,225,55
826,5026445002718_TOHAR155,HARMONY GOLD 400ML FIRM,400,75
827,5026445002732_TOHAR156,HARMONY GOLD 400ML EXTRA,400,75
828,5026445002756_TOHAR157,HARMONY GOLD 400ML NATURAL,400,75
829,5026445002770_TOHAR158,HARMONY 200ML CURL MOUSSE,200,48
830,5026445002794_TOHAR159,HARMONY 200ML VOLUME MOUSSE,200,48
831,5026445002817_TOHAR160,HARMONY 200ML HEAT SPRAY,200,48
832,5026445004507_TOHAR163,HARMONY GOLD 400ML MAXIMUM,400,75
833,5026445004484_TOHAR164,HARMONY GOLD 75ML EXTRA,75,42
834,5026445001995_TOHAR165,HARMONY BLUE 225ML FIRM,225,55
835,5026445003777_TOHAR166,HARMONY BLUE 300ML NATURAL,300,65
836,5026445002053_TOHAR168,HARMONY BLUE 300ML EXTRA,300,65
837,5410076498642_TOHEA255,H&S 250ML SMOOTH & SILKY,250,52
838,8001841413532_TOHEA419,H&S 250ML DEEP HYDRATION,250,52
839,5031413942125_TOHEA549,HEAD SHOCK 200ML SCALP SCRUB,200,48
840,8700216217378_TOHEA551,H&S 625ML 2-IN-1 CLASSIC,625,82
841,8700216746458_TOHEA553,H&S 750ML SHAMPOO,750,85
842,8700216213370_TOHEA554,H&S 330ML 2IN1 SMOOTH,330,55
843,8700216214193_TOHEA555,H&S 330ML 2IN1 APPLE,330,55
844,5060337729857_TOHEA558,HEALTHPOINT 50ML ARNICA,50,38
845,8700216214223_TOHEA559,H&S 330ML 2IN1 CITRUS,330,55
846,8006540088869_TOHER298,HERBAL ESSENCES 450ML MASK,450,68
847,843060146352_TOHOL027,HOLLER & GLOW 150G BATH BOMB,150,38
848,5012008740005_TOINE051,INECTO 500ML ALOE LOTION,500,72
849,5012334003034_TOINS005A,INSETTE 250ML COOL SHAVE,250,55
850,5012334005786_TOINS006A,INSETTE 250ML SENSITIVE SHAVE,250,55
851,5014107164867_TOINT004,INTERLUDE LINERS 50PK,150,45
852,5014107164836_TOINT005,INTERLUDE LINERS 30PK,90,40
853,5014107164386_TOINT006,INTERLUDE MAXI DAY PADS 10PK,100,42
854,5014107064112_TOINT007,INTERLUDE MAXI DAY PADS 20PK,200,48
855,5014107164249_TOINT008,INTERLUDE NIGHT PADS 12PK,140,45
856,5014107164850_TOINT009,INTERLUDE DAY PADS REG 14PK,120,45
857,5014107164874_TOINT010,INTERLUDE DAY PADS LONG 12PK,110,42
858,5014107164843_TOINT011A,INTERLUDE NIGHT PADS 10PK,120,45
859,5014107164065_TOINT012,INTERLUDE TAMPONS REG 12PK,60,35
860,5014107164072_TOINT013,INTERLUDE TAMPONS SUPER 12PK,75,35
861,5014107163983_TOINT016,C&P INCONT PADS NORMAL 12PK,150,45
862,5014107109431_TOINT021,INTERLUDE INCONT PADS 12PK,150,45
863,5014107109431_TOINT021A,INTERLUDE INCONT PADS 12PK,150,45
864,5014107109448_TOINT022,INTERLUDE INCONT PADS 10PK,180,48
865,5014107109448_TOINT022A,INTERLUDE INCONT PADS 10PK,180,48
866,5014107109424_TOINT023,INTERLUDE INCONT EXTRA 8PK,200,48
867,5014107109424_TOINT023A,INTERLUDE INCONT EXTRA 8PK,200,48
868,3574661440477_TOJOH070B,JOHNSONS BABY BUDS 200'S,100,45
869,3574669907095_TOJOH148,JOHNSONS BABY COTTON PADS 50S,60,35
870,3574661087276_TOJOH588,JOHNSONS MAKEUP WIPES 25S,180,45
871,3574661087290_TOJOH718,JOHNSONS WIPES SENSITIVE 25S,180,45
872,3574661656762_TOJOH720A,JOHNSONS 400ML POMEGRANATE,400,65
873,3574661656779_TOJOH721A,JOHNSONS 400ML VITA-RICH,400,65
874,5037156295986_TOJOH906,JOHN FRIEDA 175ML SHAMPOO,175,45
875,5037156396010_TOJOH907,JOHN FRIEDA 175ML CONDITIONER,175,45
876,74469512367_TOJOI030,JOICO JOIFULL 250ML COND,250,52
877,74469517973_TOJOI035,JOICO COLORFUL 300ML SHAMP,300,55
878,74469532167_TOJOI036,JOICO COLORFUL 250ML COND,250,52
879,74469513449_TOJOI039,JOICO HYDRA 300ML SHAMP,300,55
880,74469513418_TOJOI040,JOICO HYDRA 250ML COND,250,52
881,858511001500_TOK18005A,K18 30ML HAIR OIL,30,38
882,858511001456_TOK18008,K18 300ML CHELATING COMPLEX,300,55
883,858511001401_TOK18011,K18 53ML DETOX SHAMPOO,53,40
884,858511001142_TOK18012,K18 150ML HAIR MIST,150,45
885,858511001197_TOK18015,K18 930ML DETOX SHAMPOO,930,95
886,858511000718_TOK18016,K18 930ML DAMAGE SHIELD COND,930,95
887,858511000725_TOK18017,K18 53ML DAMAGE SHIELD COND,53,40
888,858511000756_TOK18018,K18 930ML PROTECTIVE SHAMP,930,95
889,858511001470_TOK18019,K18 30ML REPAIR MIST,30,38
890,858511000817_TOK18022B,K18 AIRWASH 118ML DRY SHAMP,118,42
891,3474636400201_TOKER078,KERASTASE 200ML COND,200,48
892,3474636692170_TOKER079,KERASTASE 250ML SHAMP BLOND,250,52
893,3474636403912_TOKER080,KERASTASE 250ML SHAMP DENSI,250,52
894,3474636400188_TOKER081,KERASTASE 250ML SHAMP DISC,250,52
895,9339341037538_TOKEV006,KEVIN MURPHY 250ML CURL WASH,250,52
896,9339341034902_TOKEV014,KEVIN MURPHY 150ML TREATMENT,150,45
897,9339341035602_TOKEV021,KEVIN MURPHY 400ML STRONG,400,75
898,9339341035619_TOKEV022,KEVIN MURPHY 400ML FLEXIBLE,400,75
899,9339341061748_TOKEV023,KEVIN MURPHY 100G SUPER GOO,100,45
900,9339341016342_TOKEV028,KEVIN MURPHY 150ML LOTION,150,45
901,9339341060031_TOKEV041,KEVIN MURPHY 250ML COND,250,52
902,9339341017400_TOKEV044,KEVIN MURPHY 150ML LEAVE-IN,150,45
903,9339341062523_TOKEV057,KEVIN MURPHY 250ML FINISH,250,55
904,5029219001207_TOKIN040,KINGSLEY 400ML AQUEOUS CREAM,400,65
905,5029219000644_TOKIN041,KINGSLEY 400ML ARGAN CREAM,400,65
906,5029219000637_TOKIN042,KINGSLEY 400ML COCOA CREAM,400,65
907,5029053560762_TOKLE046A,KLEENEX POCKET 8PK,200,45
908,5029053039688_TOKLE056,KLEENEX SOFT WHITE 70S,150,45
909,5029053579290_TOKLE063A,KLEENEX ULTRA SOFT 64S,140,45
910,5029053038759_TOKLE066A,KLEENEX COLLECTION CUBE 48S,100,42
911,5029053579504_TOKLE067A,KLEENEX BALSAM 64S,140,45
912,5060282704527_TOLEE001,LEE STAFFORD 150ML TONIC,150,45
913,5060282708549_TOLEE002,LEE STAFFORD 200ML MASK,200,48
914,5060282708556_TOLEE003,LEE STAFFORD 50ML OIL,50,40
915,5060282707061_TOLEE004,LEE STAFFORD 200ML CURL MASK,200,48
916,5060282707061_TOLEE004A,LEE STAFFORD 200ML CURL MASK,200,48
917,5060282707184_TOLEE005,LEE STAFFORD 50ML CURL OIL,50,40
918,5060282706941_TOLEE006,LEE STAFFORD 250ML SHAMP,250,52
919,5060282707023_TOLEE007,LEE STAFFORD 250ML COND,250,52
920,5060282708198_TOLEE008,LEE STAFFORD 500ML SHAMP,500,75
921,5060282708204_TOLEE009,LEE STAFFORD 500ML COND,500,75
922,5060282708136_TOLEE010,LEE STAFFORD 500ML COCO SHAMP,500,75
923,5060282708150_TOLEE011,LEE STAFFORD 500ML COCO COND,500,75
924,5060282708396_TOLEE012,LEE STAFFORD 500ML BLONDE,500,75
925,5060282708433_TOLEE013,LEE STAFFORD 500ML WHITE COND,500,75
926,5000304115504_TOLIL011,LIL-LETS TAMPONS REG 16S,80,35
927,5000304116006_TOLIL012,LIL-LETS TAMPONS SUPER 16S,95,35
928,5000304116501_TOLIL013,LIL-LETS TAMPONS S-PLUS 16S,110,38
929,5025971101261_TOLIL014,LIL-LETS TAMPONS EXTRA 14S,120,38
930,5010123703431_TOLIS004,LISTERINE 250ML FRESH BURST,250,52
931,5010123703509_TOLIS009,LISTERINE 250ML COOL MINT,250,52
932,5010123726621_TOLIS012,LISTERINE 500ML STAY WHITE,500,75
933,5010123730222_TOLIS013,LISTERINE 500ML TOTAL CARE,500,75
934,5010123714383_TOLIS016,LISTERINE 500ML TEETH & GUM,500,75
935,5010123703547_TOLIS018,LISTERINE 500ML FRESH BURST,500,75
936,5010123703585_TOLIS023,LISTERINE 500ML COOL MINT,500,75
937,5010123730215_TOLIS038,LISTERINE 250ML TOTAL CARE,250,52
938,3574660520101_TOLIS058,LISTERINE 1L TOTAL CARE,1000,95
939,815305028280_TOLIV029,LIVING PROOF 100ML SHAMP,100,42
940,815305028327_TOLIV030,LIVING PROOF 100ML DEFINER,100,42
941,815305025944_TOLIV031,LIVING PROOF 200ML ENHANCER,200,48
942,3600523582532_TOLOR1005A,LOREAL 300ML STRESS RESIST,300,55
943,3600523232536_TOLOR1006A,LOREAL 300ML PURE CARBON,300,55
944,3474636976027_TOLOR1060,LOREAL 250ML BLONDIFIER MASK,250,52
945,3474636976133_TOLOR1065,LOREAL 200ML SILVER COND,200,48
946,3600523232635_TOLOR1096A,LOREAL 300ML HYDRA POWER,300,55
947,3600523434602_TOLOR1097A,LOREAL 300ML SPORT SHOWER,300,55
948,3600523434725_TOLOR1100A,LOREAL 250ML SPORT DEO,250,55
949,3600522634133_TOLOR1101A,LOREAL 250ML THERMIC DEO,250,55
950,3474636975679_TOLOR1110,LOREAL 500ML VITAMINO MASK,500,75
951,3474636975419_TOLOR1111,LOREAL 500ML BLONDIFIER MASK,500,75
952,3474636975174_TOLOR1112,LOREAL 500ML ABSOLUT MASK,500,75
953,3600522107460_TOLOR1132A,LOREAL 250ML CARBON ICE DEO,250,55
954,3600522945260_TOLOR1133,LOREAL 250ML COOL POWER DEO,250,55
955,3600521848920_TOLOR1134A,LOREAL 250ML FRESH EXTREME,250,55
956,3600522373193_TOLOR1136A,LOREAL 250ML SHIRT PROTECT,250,55
957,3474636976041_TOLOR1265,LOREAL 250ML VITAMINO MASK,250,52
958,3600522943457_TOLOR1294,LOREAL 50ML ROLL ON,50,42
959,3474637153496_TOLOR1300,LOREAL 100ML ABSOLUT MASK,100,45
960,3474636976034_TOLOR1303,LOREAL 250ML BLONDIFIER MASK,250,52
961,3474637069223_TOLOR1307,LOREAL 250ML CURL MASK,250,52
962,3474636977307_TOLOR1402,LOREAL 150ML PRO LONGER,150,45
963,3474637069247_TOLOR1420,LOREAL 250ML CURL MASK,250,52
964,3474637153502_TOLOR1422,LOREAL 250ML ABSOLUT SERUM,250,52
965,3600524140960_TOLOR1431,LOREAL 400ML ELVIVE SHAMP,400,65
966,3600524139315_TOLOR1434,LOREAL 400ML COCO SHAMP,400,65
967,3600524162733_TOLOR1436,LOREAL 300ML ELVIVE COND,300,55
968,3600524162665_TOLOR1437,LOREAL 300ML COCO COND,300,55
969,3600524162740_TOLOR1439,LOREAL 300ML REPAIR COND,300,55
970,3474636975990_TOLOR1442,LOREAL 250ML LISS MASK,250,52
971,3474637199708_TOLOR1443,LOREAL 250ML METAL DETOX,250,52
972,3474636976096_TOLOR1444,LOREAL 200ML ABSOLUT COND,200,48
973,3474637090586_TOLOR1448,LOREAL 200ML SCALP TREAT,200,48
974,3474637153618_TOLOR1477,LOREAL 190ML PRE-TREAT,190,45
975,3474637090609_TOLOR1480,LOREAL 50ML METAL DETOX OIL,50,40
976,3600524053833_TOLOR1519,LOREAL HAIR DYE BLACK 123,120,45
977,3600524053826_TOLOR1520,LOREAL HAIR DYE BROWN 323,120,45
978,3600524142872_TOLOR1529,LOREAL 250ML COCO COND,250,52
979,3474637069131_TOLOR1571,LOREAL 250ML CURL MOUSSE,250,52
80,3474637069124_TOLOR1573,LOREAL 200ML CURL CREAM,200,48
981,3474637076498_TOLOR1574,LOREAL 190ML CURL MIST,190,45
982,3600523232543_TOLOR742,LOREAL 300ML COOL POWER,300,55
983,3600523232529_TOLOR743A,LOREAL 300ML HYDRA ENERGETIC,300,55
984,3474636975396_TOLOR744,LOREAL 500ML PRO-LONGER MASK,500,75
985,5031468213966_TOLOV749,LOVE COTTON BALLS 100S,40,35
986,5031468213973_TOLOV750,LOVE COTTON ROUND PADS 80S,60,35
987,5031468213980_TOLOV751,LOVE COTTON OVAL PADS 40S,60,35
988,5031468213997_TOLOV752,LOVE COTTON WOOL 80G,80,38
989,5031468214000_TOLOV753,LOVE COTTON ROUND PADS 500S,350,65
990,5031468214017_TOLOV754,LOVE COTTON BUDS 220S,110,45
991,8886467000881_TOLUX076,LUX 600ML PEONY WASH,600,85
992,8886467000898_TOLUX077,LUX 600ML ORCHID WASH,600,85
993,8886467000904_TOLUX078,LUX 600ML POPPY WASH,600,85
994,8886467000911_TOLUX079,LUX 600ML DAHLIA WASH,600,85
995,8886467064586_TOLUX080,LUX 80G BAR SOAP AQUA,80,30
996,8886467000560_TOLUX082A,LUX 80G BAR SOAP ROSE,80,30
997,8886467000584_TOLUX083A,LUX 80G BAR SOAP MAGICAL,80,30
998,8886467000577_TOLUX084A,LUX 80G BAR SOAP VELVET,80,30
999,8886467075797_TOLUX089,LUX 500ML ORCHID WASH,500,75
1000,5000347008962_TOMAC068,MACLEANS 100ML FRESH MINT,100,45
1001,5000347016486_TOMAC069,MACLEANS 100ML WHITE & SHINE,100,45
1002,3574661497136_TOMAU017,MAUI 100ML COCO MILK COND,100,42
1003,810135730082_TOMIE003,MIELLE 355ML LEAVE IN COND,355,60
1004,850001265478_TOMIE004,MIELLE 340G HAIR MASQUE,340,58
1005,850001265508_TOMIE005,MIELLE 240ML STYLING CRÈME,240,52
1006,850001265485_TOMIE006,MIELLE 57G EDGE GEL,57,40
1007,5029219001191_TOMIN001,MINUET 625ML HAIRSPRAY,625,95
1008,5029219001160_TOMIN002,MINUET 225ML MOUSSE,225,55
1009,5029219001184_TOMIN003,MINUET 265ML HAIRSPRAY,265,60
1010,5029219001184_TOMIN003A,MINUET 265ML HAIRSPRAY (OB),265,60
1011,5025135312571_TOMOR030,MORNY 300ML ALOE VERA GEL,300,55
1012,5025135313318_TOMOR031,MORNY 3X100G SOAP WHITE,300,55
1013,5025135312120_TOMOR032,MORNY 3X100G SOAP SANDAL,300,55
1014,3574660422580_TONEU165,NEUTROGENA 150ML SCRUB,150,45
1015,3574660569759_TONEU197,NEUTROGENA 200ML WASH,200,48
1016,3574661039725_TONEU202A,NEUTROGENA 200ML OIL BAL,200,48
1017,3574661351711_TONEU219,NEUTROGENA 50ML LOTION,50,40
1018,3574661497785_TONEU231,NEUTROGENA 50ML MOIST,50,40
1019,3574661527086_TONEU232,NEUTROGENA 150ML MOUSSE,150,45
1020,3574661529219_TONEU233,NEUTROGENA 125ML TONING,125,42
1021,3574661529240_TONEU234,NEUTROGENA 200ML REMOVER,200,48
1022,3574661333564_TONEU237,NEUTROGENA 200ML WASH DEF,200,48
1023,3574661332505_TONEU242,NEUTROGENA 150ML SCRUB DEF,150,45
1024,3574661498478_TONEU247,NEUTROGENA 150ML BLACKHEAD,150,45
1025,3574661287201_TONEU251,NEUTROGENA 50ML WATER GEL,50,40
